Name	hemisphere	Area µm^2	Area mm^2	count	density µm^-2	density mm^-2	coverage index	relative count	relative density	channel	animal
PCG	both	4595644.33	4.59564433	8	1.7407787516924749e-06	1.7407787516924749	1.3926230013539799e-05	0.010899182561307902	0.004114548196277706	Positive	animalid0
PCG	both	4595644.33	4.59564433	577	0.00012555366746581974	125.55366746581976	0.072444466127778	0.04701377006436894	0.020385808474539857	Negative	animalid0
PCG	Left	2258494.87	2.2584948700000003	8	3.5421820550781235e-06	3.5421820550781233	2.8337456440624988e-05	0.017057569296375266	0.006040268857151231	Positive	animalid0
PCG	Left	2258494.87	2.2584948700000003	259	0.00011467814403315425	114.67814403315424	0.02970163930458695	0.04882186616399623	0.019692432327643745	Negative	animalid0
PDTg	Left	171946.91999999998	0.17194691999999998	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PDTg	Left	171946.91999999998	0.17194691999999998	4	2.3262993021334725e-05	23.262993021334726	9.30519720853389e-05	0.0007540056550424129	0.003994701167108542	Negative	animalid0
PDTg	Right	159389.5	0.1593895	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PDTg	Right	159389.5	0.1593895	30	0.00018821816995473353	188.21816995473355	0.005646545098642006	0.004305396096440872	0.028769524730237812	Negative	animalid0
PDTg	both	331336.42	0.33133641999999996	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PDTg	both	331336.42	0.33133641999999996	34	0.00010261473821682506	102.61473821682507	0.0034889010993720522	0.002770308807952416	0.016661276744645695	Negative	animalid0
PERI1	both	122471.8	0.1224718	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PERI1	both	122471.8	0.1224718	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PERI1	Right	51996.9	0.0519969	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PERI1	Right	51996.9	0.0519969	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PERI1	Left	70474.9	0.0704749	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PERI1	Left	70474.9	0.0704749	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PERI2/3	Right	67399.1	0.0673991	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PERI2/3	Right	67399.1	0.0673991	2	2.967398674463012e-05	29.67398674463012	5.934797348926024e-05	0.0002870264064293915	0.004535728382120077	Negative	animalid0
PERI2/3	both	154042.1	0.15404210000000002	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PERI2/3	both	154042.1	0.15404210000000002	3	1.9475195417356683e-05	19.47519541735668	5.8425586252070046e-05	0.0002444390124663896	0.0031621346615824833	Negative	animalid0
PERI2/3	Left	86643.0	0.086643	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PERI2/3	Left	86643.0	0.086643	1	1.1541613286705215e-05	11.541613286705216	1.1541613286705215e-05	0.00018850141376060322	0.0019819159135900165	Negative	animalid0
PERI5	both	35236.5	0.0352365	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PERI5	both	35236.5	0.0352365	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PERI5	Left	29543.3	0.029543299999999998	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PERI5	Left	29543.3	0.029543299999999998	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PERI5	Right	5693.2	0.0056932	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PERI5	Right	5693.2	0.0056932	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PG	both	7582380.2	7.5823802	47	6.198581284541759e-06	6.198581284541759	0.0002913333203734627	0.06403269754768393	0.014651121757429187	Positive	animalid0
PG	both	7582380.2	7.5823802	248	3.270740762907141e-05	32.70740762907141	0.00811143709200971	0.02020695836388821	0.005310613071549436	Negative	animalid0
PG	Left	3876232.0	3.876232	20	5.159649886797281e-06	5.159649886797282	0.00010319299773594563	0.042643923240938165	0.008798438939733755	Positive	animalid0
PG	Left	3876232.0	3.876232	118	3.044193433210396e-05	30.441934332103962	0.0035921482511882675	0.022243166823751177	0.005227462798702249	Negative	animalid0
PG	Right	3706148.2	3.7061482000000003	27	7.285191671504124e-06	7.285191671504124	0.00019670017513061133	0.1018867924528302	0.030367476520009883	Positive	animalid0
PG	Right	3706148.2	3.7061482000000003	130	3.507684878872356e-05	35.07684878872356	0.004559990342534063	0.018656716417910446	0.005361566680457544	Negative	animalid0
PGRNd	Right	116171.3	0.1161713	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PGRNd	Right	116171.3	0.1161713	5	4.3039890231063954e-05	43.03989023106395	0.00021519945115531977	0.0007175660160734788	0.006578733533999991	Negative	animalid0
PGRNd	Left	130597.6	0.1305976	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PGRNd	Left	130597.6	0.1305976	12	9.188530263955845e-05	91.88530263955846	0.0011026236316747015	0.0022620169651272385	0.015778465193955763	Negative	animalid0
PGRNd	both	246768.90000000002	0.2467689	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PGRNd	both	246768.90000000002	0.2467689	17	6.88903666547932e-05	68.89036665479321	0.0011711362331314845	0.001385154403976208	0.011185541997391402	Negative	animalid0
PHY	Right	146425.0	0.146425	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PHY	Right	146425.0	0.146425	5	3.414717432132491e-05	34.14717432132491	0.00017073587160662456	0.0007175660160734788	0.0052194640737467865	Negative	animalid0
PHY	Left	143887.4	0.1438874	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PHY	Left	143887.4	0.1438874	3	2.0849636590834222e-05	20.849636590834223	6.254890977250267e-05	0.0005655042412818096	0.003580281675140001	Negative	animalid0
PHY	both	290312.39999999997	0.29031239999999997	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PHY	both	290312.39999999997	0.29031239999999997	8	2.75565218709225e-05	27.5565218709225	0.00022045217496738	0.0006518373665770391	0.00447427772062514	Negative	animalid0
PN	both	3343.8	0.0033438	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PN	both	3343.8	0.0033438	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PN	Left	1877.2	0.0018772	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PN	Left	1877.2	0.0018772	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PN	Right	1466.6	0.0014666	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PN	Right	1466.6	0.0014666	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
POR	Right	916148.1	0.9161481	4	4.366106309667618e-06	4.366106309667618	1.7464425238670473e-05	0.01509433962264151	0.018199607755182635	Positive	animalid0
POR	Right	916148.1	0.9161481	55	6.003396175792975e-05	60.033961757929745	0.0033018678966861364	0.007893226176808266	0.009176311446786939	Negative	animalid0
POR	Left	810463.4	0.8104634000000001	1	1.2338620103017606e-06	1.2338620103017606	1.2338620103017606e-06	0.0021321961620469083	0.002104030272572583	Positive	animalid0
POR	Left	810463.4	0.8104634000000001	63	7.773330664901092e-05	77.73330664901091	0.004897198318887688	0.011875589066918001	0.013348296606082798	Negative	animalid0
POR	both	1726611.5	1.7266115	5	2.89584541745494e-06	2.89584541745494	1.44792270872747e-05	0.006811989100817439	0.00684469265695242	Positive	animalid0
POR	both	1726611.5	1.7266115	118	6.834195185193659e-05	68.34195185193659	0.008064350318528517	0.009614601157011326	0.011096497373197678	Negative	animalid0
POST	Right	14796.0	0.014796	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
POST	Right	14796.0	0.014796	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
POST	Left	46058.5	0.0460585	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
POST	Left	46058.5	0.0460585	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
POST	both	60854.5	0.0608545	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
POST	both	60854.5	0.0608545	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PPN	Right	3706410.8	3.7064108	4	1.0792111872758412e-06	1.0792111872758412	4.316844749103365e-06	0.01509433962264151	0.004498566663375748	Positive	animalid0
PPN	Right	3706410.8	3.7064108	426	0.00011493599144487708	114.93599144487708	0.04896273235551764	0.06113662456946039	0.017568196784949308	Negative	animalid0
PPN	Left	3924115.1	3.9241151000000003	8	2.0386761846001915e-06	2.0386761846001917	1.6309409476801532e-05	0.017057569296375266	0.0034764312156126153	Positive	animalid0
PPN	Left	3924115.1	3.9241151000000003	418	0.00010652083064536002	106.52083064536001	0.044525707209760484	0.07879359095193214	0.018291665483892952	Negative	animalid0
PPN	both	7630525.9	7.6305259	12	1.5726307933769021e-06	1.5726307933769021	1.8871569520522823e-05	0.01634877384196185	0.003717109476438976	Positive	animalid0
PPN	both	7630525.9	7.6305259	844	0.00011060836580084211	110.60836580084211	0.09335346073591073	0.06876884217387762	0.01795918037608627	Negative	animalid0
PPY	Left	28017.4	0.0280174	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PPY	Left	28017.4	0.0280174	11	0.00039261316182086844	392.61316182086847	0.0043187447800295525	0.0020735155513666352	0.06741919469733014	Negative	animalid0
PPY	both	63266.5	0.0632665	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PPY	both	63266.5	0.0632665	12	0.0001896738400259221	189.6738400259221	0.002276086080311065	0.0009777560498655585	0.030796826993935503	Negative	animalid0
PPY	Right	35249.1	0.0352491	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PPY	Right	35249.1	0.0352491	1	2.8369518654376993e-05	28.369518654376993	2.8369518654376993e-05	0.00014351320321469576	0.004336337818545003	Negative	animalid0
PRE	Left	1760422.7999999998	1.7604227999999997	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PRE	Left	1760422.7999999998	1.7604227999999997	3	1.7041360745839012e-06	1.7041360745839014	5.112408223751704e-06	0.0005655042412818096	0.00029263278202460195	Negative	animalid0
PRE	both	3310745.36	3.31074536	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PRE	both	3310745.36	3.31074536	3	9.061403623019802e-07	0.9061403623019803	2.718421086905941e-06	0.0002444390124663896	0.00014712755309969085	Negative	animalid0
PRE	Right	1550322.56	1.5503225600000001	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
PRE	Right	1550322.56	1.5503225600000001	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
PRNc	both	11035844.4	11.0358444	111	1.0058133838856951e-05	10.058133838856952	0.0011164528561131216	0.15122615803814715	0.023773656706432285	Positive	animalid0
PRNc	both	11035844.4	11.0358444	1033	9.360407437422731e-05	93.60407437422731	0.09669300882857682	0.08416849995926017	0.01519823969418545	Negative	animalid0
PRNc	Left	5641439.2	5.6414392	81	1.4358038282146159e-05	14.35803828214616	0.0011630011008538388	0.17270788912579957	0.02448389442916983	Positive	animalid0
PRNc	Left	5641439.2	5.6414392	528	9.359313843176755e-05	93.59313843176756	0.04941717709197327	0.09952874646559849	0.01607173328831106	Negative	animalid0
PRNc	Right	5394405.199999999	5.3944052	30	5.561317492427154e-06	5.561317492427154	0.00016683952477281465	0.11320754716981132	0.023181706945636708	Positive	animalid0
PRNc	Right	5394405.199999999	5.3944052	505	9.361551112252377e-05	93.61551112252377	0.047275833116874506	0.07247416762342135	0.014309318611593305	Negative	animalid0
PRNr	both	15211665.0	15.211665	173	1.1372851032414926e-05	11.372851032414927	0.0019675032286077822	0.2356948228882834	0.026881155147638492	Positive	animalid0
PRNr	both	15211665.0	15.211665	1896	0.00012464118819340288	124.6411881934029	0.2363196928146919	0.15448545587875825	0.02023765168979646	Negative	animalid0
PRNr	Right	7486895.3	7.4868953	59	7.88043610012818e-06	7.88043610012818	0.00046494572990756264	0.22264150943396227	0.03284868388214586	Positive	animalid0
PRNr	Right	7486895.3	7.4868953	969	0.00012942614544108824	129.42614544108824	0.1254139349324145	0.1390642939150402	0.019783045881820293	Negative	animalid0
PRNr	Left	7724769.7	7.7247697	114	1.4757721514985747e-05	14.757721514985747	0.0016823802527083753	0.24307036247334754	0.02516545007665143	Positive	animalid0
PRNr	Left	7724769.7	7.7247697	927	0.0001200035775823841	120.0035775823841	0.11124331641887006	0.17474081055607918	0.020606911199513644	Negative	animalid0
PSV	both	5793617.8	5.7936178	2	3.45207445337523e-07	0.34520744533752296	6.90414890675046e-07	0.0027247956403269754	0.0008159409518149163	Positive	animalid0
PSV	both	5793617.8	5.7936178	159	2.7443991904333075e-05	27.443991904333075	0.004363594712788959	0.012955267660718651	0.004456006535140551	Negative	animalid0
PSV	Right	3005830.0	3.00583	1	3.32686811962087e-07	0.332686811962087	3.32686811962087e-07	0.0037735849056603774	0.0013867663894544797	Positive	animalid0
PSV	Right	3005830.0	3.00583	123	4.09204778713367e-05	40.9204778713367	0.0050332187781744146	0.017652123995407578	0.006254777104546824	Negative	animalid0
PSV	Left	2787787.8	2.7877878	1	3.5870735929040224e-07	0.35870735929040226	3.5870735929040224e-07	0.0021321961620469083	0.0006116819681943162	Positive	animalid0
PSV	Left	2787787.8	2.7877878	36	1.2913464934454482e-05	12.913464934454481	0.0004648847376403613	0.006786050895381715	0.0022174890994366473	Negative	animalid0
Pa4	both	114069.09	0.11406909	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
Pa4	both	114069.09	0.11406909	11	9.643278472722102e-05	96.43278472722102	0.0010607606319994313	0.0008962763790434287	0.01565752972250562	Negative	animalid0
Pa4	Right	57273.7	0.0572737	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
Pa4	Right	57273.7	0.0572737	1	1.746002091710506e-05	17.46002091710506	1.746002091710506e-05	0.00014351320321469576	0.0026687992114997746	Negative	animalid0
Pa4	Left	56795.39	0.05679539	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
Pa4	Left	56795.39	0.05679539	10	0.00017607062826754073	176.0706282675407	0.0017607062826754073	0.001885014137606032	0.03023469695360482	Negative	animalid0
ProS	both	2829849.5	2.8298495	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
ProS	both	2829849.5	2.8298495	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
ProS	Right	1236167.2	1.2361672	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
ProS	Right	1236167.2	1.2361672	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
ProS	Left	1593682.3	1.5936823	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
ProS	Left	1593682.3	1.5936823	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RM	Left	155594.8	0.15559479999999998	6	3.856170000539864e-05	38.56170000539864	0.00023137020003239186	0.01279317697228145	0.06575693513197495	Positive	animalid0
RM	Left	155594.8	0.15559479999999998	6	3.856170000539864e-05	38.56170000539864	0.00023137020003239186	0.0011310084825636192	0.006621781981191395	Negative	animalid0
RM	Right	154799.9	0.1547999	2	1.2919904987018726e-05	12.919904987018727	2.583980997403745e-05	0.007547169811320755	0.05385512544147586	Positive	animalid0
RM	Right	154799.9	0.1547999	6	3.875971496105618e-05	38.759714961056176	0.00023255828976633707	0.0008610792192881745	0.005924500160517208	Negative	animalid0
RM	both	310394.7	0.3103947	8	2.5773635954479892e-05	25.77363595447989	0.00020618908763583914	0.010899182561307902	0.06091921056878665	Positive	animalid0
RM	both	310394.7	0.3103947	12	3.8660453931719835e-05	38.660453931719836	0.0004639254471806381	0.0009777560498655585	0.006277193054558664	Negative	animalid0
RN	Right	101943.9	0.10194389999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RN	Right	101943.9	0.10194389999999999	2	1.9618633385616993e-05	19.61863338561699	3.9237266771233986e-05	0.0002870264064293915	0.0029987474561925655	Negative	animalid0
RN	Left	110940.7	0.1109407	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RN	Left	110940.7	0.1109407	3	2.7041473507919097e-05	27.041473507919093	8.112442052375729e-05	0.0005655042412818096	0.004643538588665289	Negative	animalid0
RN	both	212884.59999999998	0.21288459999999998	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RN	both	212884.59999999998	0.21288459999999998	5	2.3486903233019206e-05	23.486903233019206	0.00011743451616509603	0.0004073983541106494	0.003813504779529654	Negative	animalid0
RPA	Left	10379.4	0.0103794	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RPA	Left	10379.4	0.0103794	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RPA	both	21121.8	0.0211218	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RPA	both	21121.8	0.0211218	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RPA	Right	10742.4	0.0107424	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RPA	Right	10742.4	0.0107424	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RPO	Left	227282.3	0.2272823	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RPO	Left	227282.3	0.2272823	35	0.00015399351379319904	153.99351379319904	0.0053897729827619666	0.006597549481621112	0.02644363383132471	Negative	animalid0
RPO	Right	223077.9	0.2230779	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RPO	Right	223077.9	0.2230779	34	0.00015241312563907047	152.41312563907047	0.005182046271728397	0.004879448909299655	0.02329665190316449	Negative	animalid0
RPO	both	450360.2	0.4503602	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RPO	both	450360.2	0.4503602	69	0.0001532106966823445	153.2106966823445	0.010571538071081769	0.005622097286726962	0.024876405300286234	Negative	animalid0
RR	Left	302662.5	0.3026625	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RR	Left	302662.5	0.3026625	22	7.268822533349853e-05	72.68822533349854	0.0015991409573369677	0.0041470311027332705	0.012481959578824451	Negative	animalid0
RR	Right	262540.7	0.2625407	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RR	Right	262540.7	0.2625407	35	0.0001333126635222653	133.3126635222653	0.004665943223279285	0.005022962112514352	0.020377107964550303	Negative	animalid0
RR	both	565203.2	0.5652031999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RR	both	565203.2	0.5652031999999999	57	0.00010084868592392967	100.84868592392968	0.005748375097663991	0.0046443412368614035	0.016374527623527518	Negative	animalid0
RSPagl1	Left	284222.1	0.2842221	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPagl1	Left	284222.1	0.2842221	3	1.0555125727380102e-05	10.555125727380103	3.166537718214031e-05	0.0005655042412818096	0.0018125171177876013	Negative	animalid0
RSPagl1	Right	224461.59999999998	0.22446159999999998	1	4.455105015735431e-06	4.455105015735431	4.455105015735431e-06	0.0037735849056603774	0.01857058853903723	Positive	animalid0
RSPagl1	Right	224461.59999999998	0.22446159999999998	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPagl1	both	508683.69999999995	0.5086837	1	1.965858155077507e-06	1.9658581550775072	1.965858155077507e-06	0.0013623978201634877	0.004646551503600215	Positive	animalid0
RSPagl1	both	508683.69999999995	0.5086837	3	5.897574465232522e-06	5.8975744652325215	1.7692723395697564e-05	0.0002444390124663896	0.0009575731712121997	Negative	animalid0
RSPagl2/3	both	381590.2	0.3815902	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPagl2/3	both	381590.2	0.3815902	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPagl2/3	Left	220095.0	0.220095	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPagl2/3	Left	220095.0	0.220095	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPagl2/3	Right	161495.2	0.1614952	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPagl2/3	Right	161495.2	0.1614952	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPagl5	Left	106729.2	0.1067292	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPagl5	Left	106729.2	0.1067292	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPagl5	both	162532.23	0.16253223	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPagl5	both	162532.23	0.16253223	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPagl5	Right	55803.03	0.055803029999999997	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPagl5	Right	55803.03	0.055803029999999997	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd1	both	387317.2	0.38731720000000003	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd1	both	387317.2	0.38731720000000003	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd1	Left	229525.9	0.2295259	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd1	Left	229525.9	0.2295259	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd1	Right	157791.3	0.1577913	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd1	Right	157791.3	0.1577913	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd2/3	both	192311.09999999998	0.19231109999999998	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd2/3	both	192311.09999999998	0.19231109999999998	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd2/3	Left	112683.2	0.1126832	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd2/3	Left	112683.2	0.1126832	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd2/3	Right	79627.9	0.07962789999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd2/3	Right	79627.9	0.07962789999999999	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd4	both	47.02	4.702e-05	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd4	both	47.02	4.702e-05	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd4	Right	47.02	4.702e-05	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd4	Right	47.02	4.702e-05	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd5	both	127448.9	0.1274489	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd5	both	127448.9	0.1274489	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd5	Left	77995.9	0.07799589999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd5	Left	77995.9	0.07799589999999999	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd5	Right	49453.0	0.049453	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd5	Right	49453.0	0.049453	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd6a	both	9737.7	0.0097377	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd6a	both	9737.7	0.0097377	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd6a	Right	3483.3	0.0034833000000000004	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd6a	Right	3483.3	0.0034833000000000004	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
RSPd6a	Left	6254.4	0.006254399999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
RSPd6a	Left	6254.4	0.006254399999999999	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
SAG	Right	300574.8	0.3005748	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
SAG	Right	300574.8	0.3005748	5	1.6634794400595127e-05	16.634794400595126	8.317397200297564e-05	0.0007175660160734788	0.0025426616835422435	Negative	animalid0
SAG	both	586286.4	0.5862864	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
SAG	both	586286.4	0.5862864	5	8.52825513264507e-06	8.52825513264507	4.264127566322534e-05	0.0004073983541106494	0.001384709656557373	Negative	animalid0
SAG	Left	285711.6	0.28571159999999995	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
SAG	Left	285711.6	0.28571159999999995	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
SCdg	Left	894814.6900000001	0.89481469	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
SCdg	Left	894814.6900000001	0.89481469	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
SCdg	Right	903998.3999999999	0.9039983999999999	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
SCdg	Right	903998.3999999999	0.9039983999999999	23	2.5442522907120193e-05	25.442522907120193	0.0005851780268637645	0.0033008036739380023	0.003888940648780481	Negative	animalid0
SCdg	both	1798813.09	1.7988130900000001	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
SCdg	both	1798813.09	1.7988130900000001	23	1.2786208932913646e-05	12.786208932913647	0.0002940828054570139	0.0018740324289089872	0.0020760620671856403	Negative	animalid0
SCdw	Right	393294.6	0.3932946	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
SCdw	Right	393294.6	0.3932946	19	4.830984203698703e-05	48.309842036987035	0.0009178869987027537	0.0027267508610792192	0.007384256235894971	Negative	animalid0
SCdw	both	780898.7000000001	0.7808987000000001	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
SCdw	both	780898.7000000001	0.7808987000000001	19	2.433094074814057e-05	24.33094074814057	0.00046228787421467084	0.0015481137456204678	0.003950548861760664	Negative	animalid0
SCdw	Left	387604.10000000003	0.38760410000000006	0	0.0	0.0	0.0	0.0	0.0	Positive	animalid0
SCdw	Left	387604.10000000003	0.38760410000000006	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
SCig	Left	119846.2	0.1198462	10	8.344027595368064e-05	83.44027595368064	0.0008344027595368063	0.021321961620469083	0.14228565681783006	Positive	animalid0
SCig	Left	119846.2	0.1198462	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
SCig	Right	100921.4	0.1009214	2	1.9817402453790773e-05	19.817402453790773	3.9634804907581545e-05	0.007547169811320755	0.08260654363522424	Positive	animalid0
SCig	Right	100921.4	0.1009214	2	1.9817402453790773e-05	19.817402453790773	3.9634804907581545e-05	0.0002870264064293915	0.0030291297068743527	Negative	animalid0
SCig	both	220767.59999999998	0.22076759999999998	12	5.435580221010693e-05	54.35580221010692	0.0006522696265212831	0.01634877384196185	0.12847673360177422	Positive	animalid0
SCig	both	220767.59999999998	0.22076759999999998	2	9.059300368351154e-06	9.059300368351154	1.8118600736702308e-05	0.00016295934164425977	0.00147093403124056	Negative	animalid0
SCiw	Left	576103.9	0.5761039	7	1.2150586031443286e-05	12.150586031443286	8.5054102220103e-05	0.014925373134328358	0.020719659594189026	Positive	animalid0
SCiw	Left	576103.9	0.5761039	3	5.207394013475694e-06	5.207394013475694	1.5622182040427082e-05	0.0005655042412818096	0.0008942092242450352	Negative	animalid0
SCiw	Right	564562.0	0.564562	1	1.771284641899384e-06	1.771284641899384	1.771284641899384e-06	0.0037735849056603774	0.007383394589812915	Positive	animalid0
SCiw	Right	564562.0	0.564562	18	3.188312355418891e-05	31.88312355418891	0.0005738962239754004	0.0025832376578645237	0.004873399373663377	Negative	animalid0
SCiw	both	1140665.9	1.1406659	8	7.013447145215791e-06	7.013447145215791	5.610757716172633e-05	0.010899182561307902	0.01657715908640327	Positive	animalid0
SCiw	both	1140665.9	1.1406659	21	1.8410298756191452e-05	18.41029875619145	0.00038661627388002044	0.0017110730872647274	0.0029892302787965226	Negative	animalid0
SCop	Left	59033.47	0.059033470000000005	1	1.6939542940640284e-05	16.939542940640283	1.6939542940640284e-05	0.0021321961620469083	0.028885978215613995	Positive	animalid0
SCop	Left	59033.47	0.059033470000000005	0	0.0	0.0	0.0	0.0	0.0	Negative	animalid0
